order_id,customer_id,product_id,quantity,order_date
74011,180,730,3,2025-03-13
39881,132,689,4,2026-08-31
64574,6508,401,4,2023-04-28
93817,6169,913,7,2025-10-02
81957,8565,240,3,2025-12-22
23129,5216,800,7,2024-08-06
5465,5965,14,3,2025-08-05
14769,6997,559,3,2026-05-07
38586,8400,93,2,2022-03-05
58680,4589,817,4,2023-03-01
79381,8681,568,1,2022-06-12
55553,2641,456,2,2024-03-03
51957,732,164,4,2024-01-07
94674,4026,90,10,2024-09-07
69969,5526,471,4,2022-03-02
42829,1009,397,5,2025-04-03
66035,5200,310,3,2022-10-27
91906,7262,213,6,2023-10-20
18704,7853,560,9,2023-10-30
96357,6644,502,6,2024-10-13
87457,8443,185,6,2026-08-13
62492,791,441,8,2022-12-17
5662,3947,268,7,2025-11-13
9280,7032,744,10,2022-02-01
36928,8976,764,0,2022-07-24
8969,4721,972,4,2024-09-03
12070,3106,163,4,2023-02-08
90831,2158,953,5,11-02-2024
81395,5272,688,7,2024-08-18
31590,8594,189,7,2024-10-20
85708,2957,348,7,2023-07-13
98475,6196,388,7,2022-11-19
30340,1240,195,2,2023-10-03
19046,1919,651,9,2024-01-27
12574,3585,694,4,2026-03-12
20713,1299,287,5,2023-04-16
24381,4297,949,2,2022-08-04
23504,9270,901,9,2022-12-25
77491,4741,912,6,2024-01-03
40499,3557,412,5,2025-09-25
70150,2682,45,4,2023-07-29
33058,3298,580,6,2025-01-02
32771,714,385,4,2022-09-16
88704,3431,825,6,2024-12-05
12991,9762,530,8,2025-10-15
50163,4874,138,9,2024-02-04
60872,4397,683,4,2022-07-15
35042,4038,903,6,2023-04-15
51966,1660,766,5,2024-12-22
59955,6290,619,6,2024-07-26
8133,8189,207,3,2026-07-11
36069,9379,438,10,2025-08-27
93618,2302,584,10,2022-04-13
12230,5248,519,3,2025-04-16
26567,8283,295,6,2022-09-03
54214,9504,202,6,2022-10-02
8794,957,181,10,2026-07-16
72296,31,310,8,2024-11-04
21824,1647,714,4,2024-10-22
37645,5594,42,2,2023-01-06
86849,2692,103,1,2024-02-23
83852,2249,703,5,2024-06-19
84908,1484,503,6,2024-02-18
85320,3754,145,9,2022-03-07
54880,3660,381,2,2022-06-25
22833,8436,601,6,2025-06-19
54867,3925,157,6,2026-06-11
89950,10052,362,2,2026-02-13
35093,151,120,7,2024-10-19
95156,2857,416,7,2022-04-09
61379,1837,899,5,2025-09-21
40342,3997,230,3,2025-07-16
36826,4214,291,1,2024-05-27
27112,3255,28,9,2024-07-06
65412,2318,463,6,2022-11-30
21885,4687,478,9,2025-11-21
27809,2883,877,4,2025-07-24
80847,3087,94,4,2023-12-11
62197,6926,643,9,2025-04-08
5996,720,870,6,2026-08-27
52031,8860,607,2,2023-06-01
64789,8324,165,7,2023-07-01
72862,4124,485,9,2025-11-10
66463,5666,335,10,2025-11-04
83283,5981,118,1,2024-01-27
90311,4737,264,7,2023-07-12
79079,4972,336,2,2023-12-22
27559,1524,278,6,2023-06-05
36915,8975,57,4,2024-12-31
83126,1463,251,8,2025-12-25
12896,8018,864,0,2024-01-06
26317,2307,402,6,2023-02-21
64559,1957,151,3,2025-03-15
94279,6364,363,3,2023-03-20
92663,4925,899,3,2025-10-06
51927,9911,579,7,2022-03-27
61817,1283,948,6,2022-09-10
16290,9290,652,9,2026-03-10
92138,3522,732,2,2022-05-11
85710,2216,670,4,2023-03-07
48118,4645,383,5,2025-09-26
6610,4502,131,7,2026-05-09
56150,8968,173,6,2024-04-12
76505,265,727,7,2026-07-17
90785,3473,421,9,2022-07-02
78971,5531,635,8,2025-09-19
76673,8695,747,two,2023-11-10
75733,6826,198,3,2024-11-11
71011,5491,145,2,2025-10-08
91070,687,675,4,2023-01-08
48957,9288,276,7,2026-01-09
4266,9904,842,2,2022-10-28
86158,9242,401,7,2022-06-04
35584,9651,897,8,2025-01-05
81247,8467,232,2,2024-12-22
29885,6782,590,6,2025-11-13
31211,7279,533,8,2023-06-22
59389,8697,888,8,2026-09-03
78256,5207,560,3,2023-11-13
69056,2973,398,9,2025-10-19
45108,8210,375,2,2025-08-30
34892,5418,106,5,2023-10-20
69654,3435,683,10,2023-06-12
31701,5429,362,10,2024-02-07
84876,4396,334,10,2022-06-21
72152,3690,495,4,2025-02-11
71038,9474,300,5,2024-03-06
2317,5465,760,4,2025-08-14
78140,3146,856,7,2023-10-05
47866,3106,481,5,2026-07-08
13776,4308,345,5,2023-09-15
49970,5881,843,5,2024-06-08
49602,9026,879,8,2023-08-04
87289,2250,78,7,2022-07-25
19447,9050,216,0,2023-02-16
49746,5444,204,5,2099-02-28
5439,1186,971,7,2023-06-19
39172,6001,954,8,2022-10-26
40790,8932,848,2,2023-03-01
92319,6193,509,9,2025-09-05
13436,2739,802,8,2025-07-10
41154,9666,170,8,2025-05-19
23272,5115,160,8,2022-03-30
32557,7518,409,3,2022-07-23
91682,3796,98,9,2023-07-17
44590,1273,538,3,2023-11-12
63207,7129,466,3,2025-07-11
77205,8358,50,9,2022-12-02
30846,4062,600,1,2023-09-10
23342,6030,635,1,2022-11-21
90935,3729,380,10,2022-11-30
57076,448,209,1,2099-09-05
84853,2892,329,8,2023-05-03
5223,874,769,9,2023-10-23
83959,1265,251,5,2022-07-17
29117,8505,179,3,2026-05-13
93846,2774,807,10,2022-10-27
452,2769,90,5,2022-02-16
77888,3329,423,5,2023-09-14
83877,9784,602,6,2025-11-08
63053,9867,408,8,2023-11-16
34365,1180,291,9,2025-04-02
27686,95,74,6,2023-07-18
10511,2120,719,4,2025-03-17
82466,629,247,1,2023-05-05
40257,2999,559,7,2023-06-14
77232,3847,485,two,2022-08-02
16384,537,572,7,2022-01-16
46540,5736,596,5,2025-01-02
26649,5593,222,10,2025-06-08
45627,9006,664,2,2024-05-28
16386,2933,438,3,2024-01-26
2375,2713,399,8,2023-01-01
58078,2270,853,3,2023-07-05
24342,5225,812,6,2024-08-02
47777,636,603,8,2022-09-11
94884,2949,774,10,2025-07-28
96034,7342,360,3,2024-07-11
75988,4332,545,2,2025-05-20
16166,6818,213,10,2025-07-10
26719,7882,654,8,2025-11-25
63533,2916,72,10,2025-11-05
63023,282,839,2,2022-03-30
53496,6774,800,8,2023-11-27
20211,6208,643,4,2022-10-05
27399,5583,592,1,2022-05-31
39548,2402,902,1,2023-03-20
70557,5077,397,10,2023-01-07
75040,5030,373,1,2023-03-20
32413,9538,635,5,2026-04-08
65673,829,374,8,2025-01-30
37595,,846,8,2025-12-20
35098,3422,788,5,2022-08-11
67060,7724,235,3,2023-05-10
56263,8369,185,2,2026-03-27
72726,3571,177,6,2023-08-05
32700,4771,893,1,2026-04-13
17466,7106,769,8,2026-09-11
41758,2634,452,9,2026-01-04
52213,6697,757,8,2025-04-16
92085,6995,286,7,2022-11-14
71538,5007,298,10,2022-01-02
98547,248,613,3,2023-06-03
47262,11473,597,10,2024-06-01
9083,7654,340,1,2026-03-16
27581,3555,454,10,2023-03-04
16856,9431,539,7,2024-08-28
11756,4638,310,9,2026-03-03
28763,4025,934,6,2024-06-09
968,4203,636,1,2026-06-01
40497,5363,347,4,2022-12-12
77560,5301,323,4,
91479,209,309,7,2026-06-13
93500,6889,451,4,2026-07-27
36899,3760,468,8,2023-09-23
93651,8330,193,8,2025-09-26
44532,9119,185,9,2025-06-12
94469,3704,109,7,2024-12-17
93581,7151,69,2,2022-11-06
16761,4188,543,6,2024-09-16
39784,5571,883,6,2024-05-02
16900,2928,174,6,2023-10-28
65237,546,579,10,2022-05-30
28141,97,383,9,2026-07-28
37037,631,739,10,2024-10-31
87193,2731,706,6,2022-08-14
23046,5431,110,6,2023-05-25
62498,744,334,6,2026-03-11
29192,5842,546,,2023-07-13
70312,8993,684,2,2023-05-12
26849,1022,648,2,2026-07-07
22532,9886,220,6,2023-05-24
35367,8269,417,4,2024-12-25
93740,618,194,4,2024-06-20
66759,2817,866,7,2023-07-02
26319,8676,152,10,2022-03-29
829,616,812,4,2023-08-18
89886,9658,494,5,2025-11-15
30352,2479,231,5,2023-01-21
20484,4387,122,10,2024-12-11
34722,8834,829,3,2025-05-12
82535,3974,903,4,2026-07-17
14767,515,64,1,2024-12-01
92529,9138,252,7,2025-12-29
65511,6085,882,3,2022-10-16
80951,5398,838,8,2024-07-18
90641,5144,759,6,2025-02-12
90584,1185,818,1,2022-07-04
67705,6744,851,4,2024-04-07
27108,1561,951,2,2025-07-30
25395,7978,236,7,2022-04-02
58466,6471,137,3,2022-05-23
72878,7301,201,9,2022-04-21
37514,4681,219,-1,2023-12-30
56286,7545,157,3,2025-01-12
14707,1762,861,6,2024-02-20
73825,5192,595,7,2024-05-05
23794,6355,450,4,2022-02-26
65379,8241,846,1,2023-11-18
12898,4014,849,8,2026-04-24
66222,1590,620,3,2023-05-18
29359,3763,309,6,2023-01-19
15491,4672,485,5,2023-07-16
15551,4851,315,9,2026-08-16
96602,2155,322,10,2024-03-01
52799,5249,722,9,2023-10-22
2670,7206,801,10,2023-03-05
70998,3909,534,2,2022-12-23
98961,6273,539,3,2023-11-03
82115,4501,1,4,2026-01-03
30011,2155,549,10,2023-12-27
22399,2720,396,1,2024-03-06
86898,9588,836,4,2025-10-24
25873,2642,73,5,2025-11-24
82123,3413,263,9,2025-06-06
93945,4586,170,2,2024-11-30
97897,5628,695,7,2026-05-28
8818,4049,452,4,2024-11-12
96388,6603,927,2,2022-09-19
70984,6167,751,1,2026-07-14
99413,5163,585,4,2026-08-24
72316,7392,763,2,2025-11-24
92233,2278,874,6,2026-01-15
9738,7492,736,7,2025-12-15
99314,8140,793,8,2025-07-03
85919,8046,896,4,2025-03-03
76899,1903,782,9,2025-08-18
74273,6763,423,8,2024-12-17
50525,1106,189,2,2025-09-22
91386,9734,855,4,2023-04-05
77101,1048,134,7,2022-12-10
37888,3348,394,6,
53419,3232,207,4,2023-04-14
14551,4179,140,1,2026-07-23
1457,1307,719,9,2025-11-10
62667,4409,760,9,2026-03-25
89659,6913,146,9,2023-06-14
83908,6852,627,8,2023-07-04
48000,5053,178,7,2025-01-31
84106,1281,377,1,2024-06-13
33250,6885,663,8,2025-07-29
49139,5288,48,1,2023-12-13
34346,603,306,8,2022-09-01
73355,3495,599,1,2026-04-05
73736,2560,881,1,2022-04-14
77285,7281,4263,8,2024-07-14
18199,5933,885,9,2025-11-26
5072,2487,505,6,2025-07-05
55020,8783,577,3,2026-01-27
79906,7879,908,6,2026-04-19
32105,1938,637,8,2022-12-18
75309,5801,518,9,2024-12-25
41182,9550,427,4,2023-12-09
39086,7284,883,7,2025-07-14
88457,3763,,4,2025-12-18
9338,11782,19,10,2024-05-28
94688,5799,57,0,2026-06-04
19014,2403,623,2,2024-07-20
28337,5210,339,4,2026-09-01
69801,8913,600,9,2024-03-28
20756,510,137,9,2025-03-14
49867,1879,236,1,2026-08-08
81089,1581,749,7,2026-04-22
74805,472,957,9,2023-11-05
26664,5994,639,5,2026-07-12
1556,5466,739,6,2023-06-17
41393,8827,389,4,2025-06-08
85650,1876,385,4,
45188,9568,888,7,2023-04-30
44348,8888,132,7,2022-09-06
98168,866,160,4,2025-12-07
96073,51,345,10,2023-11-06
49817,1677,641,8,2022-10-19
96782,7675,121,5,2025-11-22
31178,2689,877,10,2024-09-12
43115,9409,299,,2025-12-20
77816,8877,486,10,2025-04-21
94013,1587,702,3,2025-03-14
16052,101,237,5,2022-06-18
54099,8148,227,3,2024-10-01
41600,241,288,7,2025-10-18
41186,7703,318,5,2022-05-18
41579,9203,971,7,2026-04-12
10390,2775,876,3,2026-02-04
99243,8041,395,7,2025-04-28
78667,6211,423,6,2023-06-27
15271,792,331,10,2024-01-21
30506,2359,471,5,2023-11-02
54740,1534,181,8,2025-05-01
76794,3694,420,10,2025-05-19
32307,4743,394,7,2025-11-27
50873,8691,413,1,2022-12-06
6717,4194,589,2,2026-05-20
87366,4413,78,2,2025-06-29
92327,2928,165,7,2025-12-01
58056,7991,195,9,2024-02-05
66986,7171,825,10,2024-09-22
46995,8969,908,4,2022-06-28
8410,9198,82,9,2025-03-22
90811,588,354,1,2022-10-12
91799,4952,704,3,2024/11/19
87561,8867,861,6,2022-06-16
29506,4915,621,10,2024-03-23
33508,2205,920,9,2025-02-07
57335,9291,763,6,2022-09-30
31224,4259,373,4,2026-04-13
45475,9148,190,4,2024-08-09
31393,4582,813,9,2022-01-15
88243,1685,973,2,2025-04-30
84776,2154,160,7,2024-05-18
11836,297,815,3,2025-11-01
26035,7555,309,9,2023-06-06
38364,4929,356,6,2023-05-28
36973,7988,149,3,2025-11-16
1090,1713,496,9,2026-07-25
76865,2255,958,2,2099-09-17
553,3444,408,3,2024-09-28
27871,4162,403,2,2024-02-27
86134,5542,545,6,2022-04-09
63466,6211,782,9,2026-03-12
43061,7117,336,5,2025-03-30
39246,2674,627,6,2023-01-20
4312,3076,148,4,2024-11-23
84394,8902,191,4,2022-09-16
69328,9548,947,4,2023-08-17
86897,6536,336,7,2026-07-10
63755,7298,922,7,2024-02-29
65058,3321,582,3,2025-11-22
67967,5924,813,6,2024-04-08
64769,5335,183,9,2023-04-26
89191,5723,789,8,2022-03-10
73216,9156,908,2,2026-01-16
29363,1618,284,2,2022-03-01
77437,9156,83,7,2023-12-08
87492,3730,851,4,2026-05-13
54946,7760,662,2,2025-05-10
68296,1375,110,9,2023-08-01
75552,3624,683,1,2023-08-04
41766,1047,256,2,2022-10-14
95219,4809,485,5,2024-09-30
8034,5021,441,3,2023-08-31
34757,6565,486,3,2026-07-23
70870,9383,711,6,2022-10-10
93928,2021,548,7,2023-01-24
73025,3725,537,6,2023-01-16
67951,9656,806,9,2022-04-04
41674,7416,585,7,2026-05-28
36107,6716,337,1,2022-09-21
88608,1767,626,10,2023-03-09
67949,5309,258,6,2022-10-25
16953,1606,614,6,2024-12-30
45655,7783,570,8,2022-06-10
81631,2071,510,5,2026-03-28
88950,4732,781,7,2024-04-27
49905,4379,414,10,2024-06-13
7473,7225,168,2,2024-06-24
3150,7430,781,7,2022-05-15
95544,4547,58,9,2022-11-24
17006,1361,95,8,2026-06-26
17621,9044,200,3,2025-11-02
48415,3795,773,3,2025-05-11
47510,7226,241,8,2023-10-08
64030,9131,342,3,2023-04-12
6395,111,251,3,2022-11-08
87301,8814,402,9,2022-03-07
8833,2501,181,5,2022-05-24
49722,2586,508,1,2023-03-16
32248,9223,786,3,2024-10-04
35318,4491,346,6,2023-12-30
27557,3941,769,8,2024-02-23
62144,737,296,7,2024-05-08
56883,890,831,9,2024-04-17
89030,2997,812,1,2026-01-28
89068,745,31,2,2023-12-06
10021,8180,780,6,2026-05-12
37734,18,34,1,2024-08-18
852,6461,618,8,2023-01-07
63544,8017,926,2,2024-05-18
40483,3475,318,8,2022-06-06
95478,6520,363,9,2023-05-25
67514,9306,51,8,2026-08-30
88499,1736,431,1,2023-02-28
94358,4148,616,10,2024-10-05
27918,6529,390,5,2026-03-07
47184,4890,370,10,2026-05-11
94504,2168,964,1,2025-04-24
29471,1350,426,5,2023-10-05
20167,7150,637,3,31/01/2023
85025,7828,64,8,2023-09-20
25866,5694,31,5,2026-08-04
85934,839,801,5,2023-11-07
81843,8077,504,6,2026-01-01
63542,1472,446,8,2024-06-10
5081,6134,195,4,2023-06-23
417,6444,748,7,03-Sep-2024
341,895,765,5,2024-03-29
33807,2523,337,2,2023-08-19
43916,3871,868,2,2022-08-21
23368,2325,42,10,2025-08-29
35215,2400,508,7,2025-06-02
65819,7610,768,7,2022-11-29
48729,1287,838,5,2026-01-21
93887,8394,51,8,2022-11-18
24827,7446,457,1,2024-01-10
50658,6214,819,1,2023-01-24
64089,2464,886,2,2022-04-26
27987,2841,662,3,2025-07-14
46839,6740,927,9,2025-04-26
42086,9906,513,8,2025-06-27
21620,2487,155,1,2023-04-12
1062,9421,509,10,2025-04-29
79434,1769,69,1,2024-08-23
94749,161,340,3,2022-09-28
64022,5929,720,2,2024-07-03
62366,5385,613,6,2024-11-25
76572,2034,369,10,2026-04-16
23818,7410,300,8,2022-02-03
29531,2379,69,10,2024-11-14
88214,275,770,8,2025-10-17
17330,5209,362,7,2024-11-28
22228,5399,294,10,2023-07-17
14613,2271,815,8,2025-09-26
7913,8052,18,4,2024-10-28
14240,4076,143,9,2022-02-23
92568,6888,471,9,2025-11-05
87487,3898,28,2,2024-03-27
65086,8762,558,6,2022-01-05
69425,6850,348,2,2022-10-15
76293,7896,864,8,2022-09-19
21094,9423,565,-1,2023-02-10
98341,252,188,9,2026-01-08
25159,3369,40,5,2025-08-12
72123,1195,349,5,2023-03-15
57641,6191,530,10,2025-05-12
17335,8802,816,2,2022-10-21
68267,4858,582,5,2024-11-07
4093,5102,107,3,2024-07-06
50902,751,56,9,2025-01-11
86076,8686,164,5,2024-12-17
406,9034,339,10,2026-03-29
44692,2510,269,2,2026-07-09
68144,3869,158,5,2022-04-22
4974,3303,650,0,2024-05-14
3011,4659,202,10,2026-03-26
66587,6751,915,3,2022-05-14
80577,9458,68,5,2025-11-25
91588,3457,972,1,2022-01-06
61727,7074,950,2,2026-08-17
16285,1196,684,10,2023-08-31
31457,4976,489,6,2026-07-06
11767,5901,755,8,2023-10-17
41242,2669,819,8,2023-09-15
84663,6779,104,10,2022-11-15
48914,7441,317,2,2024-03-31
12998,4778,804,1,2026-08-13
23867,2385,606,2,2024-03-19
21470,7992,817,9,2025-09-25
12797,2269,354,8,2024-03-06
29295,5094,685,2,2023-10-17
25413,2457,822,2,2023-04-16
67392,911,256,5,2022-06-25
70033,5717,5,9,2023-03-09
69739,1514,340,5,2023-12-11
713,6834,24,5,
28410,6290,277,8,2025-07-21
20601,7252,428,8,2024-08-20
33716,5555,945,10,2022-03-15
73150,9284,870,10,2026-02-25
3162,1931,312,10,2025-01-29
46388,7829,370,2,2023-12-07
87159,2509,563,7,2026-08-19
79237,8838,654,3,2026-05-29
50197,6403,290,5,2022-12-24
51806,254,89,2,2026-02-21
77760,6278,40,4,2022-05-06
1027,1789,514,3,
97685,225,69,7,2025-11-05
97103,4939,504,5,2024-08-18
65399,553,462,7,2026-01-05
98959,8878,139,7,2025-10-15
28388,7970,108,7,2023-02-09
1340,6635,859,9,2025-10-18
53953,6569,966,3,2025-03-04
99381,1807,761,0,2023-02-06
12979,7310,802,4,2022-08-14
78940,8381,209,10,2024-02-06
49611,2977,787,1,2026-01-16
1576,580,325,3,2022-12-09
38817,2170,180,5,2025-03-13
81835,5723,816,4,2022-01-28
12497,2145,61,1,2024-03-22
79812,1932,85,5,2025-11-29
34508,1178,903,9,2026-06-07
38051,4069,656,6,2023-05-26
77434,4832,875,2,2023-07-15
54218,6957,758,7,2025-05-30
88673,3563,303,5,2024-12-12
31131,8756,566,5,2022-10-16
74697,2414,682,5,2026-06-13
74553,5564,599,3,2026-02-03
12813,5972,376,7,2023-09-13
96477,8650,,7,2024-02-16
40071,916,513,8,2025-03-26
28696,8326,518,1,2024-06-01
50026,614,50,5,2025-05-22
77330,8875,385,-3,2024-04-28
12362,3539,309,9,2025-06-06
55370,9250,32,10,2025-03-28
27085,8237,788,1,2023-07-20
30079,5867,190,1,2022-09-27
72305,7920,726,9,2024-01-07
34637,6609,164,6,2023-03-08
21145,5226,366,3,2024-03-21
72215,2744,201,5,2022-12-20
62751,5075,837,5,2025-11-26
34368,4815,473,8,2025-01-18
53245,3827,309,9,2023-05-14
31625,593,616,1,2023-11-02
16573,4951,528,10,2023-02-10
92481,5067,960,2,2024-09-23
34605,2001,760,0,2024-10-12
23198,6171,176,5,2025-01-26
90923,8280,628,4,2022-04-25
53653,9234,170,9,2022-09-29
76016,9541,340,10,2025-05-15
44911,513,144,,2025-06-18
51961,6692,,10,2024-12-04
24896,9618,731,1,2025-04-02
84748,5913,74,6,2022-08-31
72816,7720,428,6,2026-09-05
34886,2518,523,5,2023-10-02
43221,4648,61,7,2024-02-01
37080,6031,3,7,2024-05-22
56091,2718,253,5,2024-09-12
77963,9597,272,10,2022-08-07
22234,566,291,7,2023-03-15
86585,4653,4197,8,2025-11-11
73927,3505,40,6,2026-06-06
79707,9873,761,2,2025-10-21
36333,572,972,8,2023-02-11
1690,7710,550,2,2025-12-12
76795,5399,821,8,2026-08-21
77416,7174,25,1,2026-07-20
83319,1175,855,2,2025-09-14
11742,2848,684,2,2025-08-12
10253,7740,529,10,2024-01-09
67529,3568,169,-3,2022-10-11
84404,2914,169,3,2022-09-01
25434,979,771,5,2025-04-12
88045,9628,826,2,2026-07-30
47983,5997,956,8,2024-12-16
49313,7869,609,4,2022-01-17
96399,874,889,2,2025-09-02
29709,2329,678,two,2025-05-30
86169,6201,168,3,2023-12-13
64331,9920,838,4,2025-01-16
13479,4467,694,2,2022-08-12
81741,7046,426,5,2024-08-21
41146,8147,969,2,2025-02-20
62996,1285,562,8,2023-10-05
37583,9669,821,5,2025-09-26
30538,9035,1935,2,2026-01-14
74667,9198,290,6,2023-11-28
95479,8442,229,3,2024-07-15
57959,7728,156,5,2023-05-05
27520,3562,7,8,2022-02-03
13971,1788,488,3,2022-04-23
44151,4724,442,6,2026-08-10
71764,8725,220,5,2025-04-20
87399,750,43,7,2022-11-11
11550,1443,489,1,2026-05-25
44380,9071,961,5,2024-03-28
77480,3845,481,7,2022-06-28
97533,3529,89,1,2026-01-14
39372,3304,771,3,2023-01-31
65776,4067,689,3,2023-11-18
48251,8547,319,3,2023-08-30
88167,,337,5,2025-09-13
32397,5073,10,9,2022-12-22
10590,4979,216,8,2024-11-05
79323,590,291,3,2024-05-12
39537,6069,284,2,2024-12-03
41189,4649,150,3,2022-04-03
92695,5787,760,8,2025-05-04
56110,3486,869,2,2026-07-01
60660,8691,838,8,2024-04-19
16451,4640,735,9,2022-02-09
72530,4780,301,5,2024-06-08
98428,5002,550,6,2024-09-21
781,8400,496,8,2024-11-03
46331,4445,662,5,2026-06-29
79745,8930,194,9,2022-10-13
86927,9730,59,3,2022-11-28
55100,4484,239,2,2026-06-27
21625,6892,892,2,2026-03-21
9468,8296,607,2,2025-07-23
83064,8677,754,5,2022-04-26
51683,427,165,9,2026-04-08
25488,6050,960,7,2025-04-30
43134,5939,264,5,2022-11-18
69258,8972,360,9,2022-12-04
24282,9135,667,9,2025-04-12
6219,9596,346,2,2024-09-22
10923,8036,711,4,2022-04-22
51759,4179,596,4,2022-06-25
83240,9857,675,6,2025-06-19
56177,9383,197,4,2025-12-05
5821,4137,24,2,2024-10-28
93953,,578,3,2026-04-14
50070,9871,204,9,2025-01-21
11149,1353,911,6,2023-09-15
34467,741,552,4,2023-04-25
8646,2011,915,two,2025-02-23
62325,5727,827,5,2026-02-20
15044,2241,952,4,2024-03-23
30976,2974,341,8,2026-04-08
24504,2023,370,7,2024-02-05
62193,873,232,7,2025-06-07
94892,6064,369,1,2024-05-19
93695,867,276,7,2026-06-14
12860,961,203,9,2024-05-24
74698,3403,110,10,2023-08-23
58824,918,493,8,2023-07-26
7832,1337,970,3,2022-08-01
44484,481,764,2,2022-01-13
82647,1728,669,5,2026-04-11
39074,8564,462,3,2025-03-07
10666,9611,813,9,2022-02-27
25239,4458,893,3,2025-04-23
40730,7271,286,7,2024-04-13
478,26,577,9,2025-01-19
85,2616,194,1,2023-12-03
54390,8480,92,9,2026-03-21
78478,7351,113,7,2026-04-21
50643,1352,314,7,2023-01-02
65762,5802,658,3,2024-04-14
33239,5248,29,10,2026-09-17
6736,3739,18,5,2022-05-12
72275,11395,975,3,2022-12-03
25445,6086,920,7,2023-05-18
94233,589,91,8,2022-12-10
18195,1490,132,9,2022-07-17
43473,8749,275,8,2023-09-07
15727,5645,246,8,2025-02-16
12186,5209,227,9,2026-05-11
149,4557,171,6,2025-08-18
60251,4416,780,10,2025-07-07
74154,9081,515,6,2023-06-02
90277,3620,337,9,2022-04-08
7193,5830,265,2,2023-01-29
88888,3887,661,two,2026-08-19
9146,4413,564,2,2022-07-31
20151,6630,669,3,2025-11-23
21209,7133,354,10,2025-09-19
83548,9009,714,1,2022-02-09
42332,1261,139,1,2023-01-26
85169,4488,701,6,2026-05-10
64347,8605,,8,2026-04-24
48312,9841,630,9,2026-02-02
1057,8821,965,5,2022-11-10
47809,5283,552,2,2022-10-25
52788,4569,284,5,2026-05-21
69599,1801,584,1,2022-08-04
11000,4044,271,1,2023-07-09
44103,4150,554,9,2023-01-09
74139,1223,381,10,2022-01-22
51937,3818,578,8,2025/07/03
21524,9508,391,8,2026-04-09
13536,997,677,7,
50363,5478,738,6,2025-08-22
62883,8998,535,6,2025-09-10
87572,8093,566,4,2023-05-15
96590,7628,848,1,2026-09-12
7593,1584,105,0,2023-05-20
26891,3454,643,-1,2026-08-17
48369,6057,656,5,2024-05-23
66834,1459,853,10,2022-05-09
62796,2174,958,5,2025-05-16
9241,6601,964,5,2022-08-07
69882,3762,354,2,2024-07-23
14191,5196,416,9,2024-11-18
37536,4479,905,7,2025-08-20
89508,7660,855,2,2024-06-18
24638,3704,624,4,2026-05-10
55405,8839,275,6,2023-09-10
49507,6390,152,6,2023-10-17
59119,2667,548,2,2024-04-27
70,3728,476,3,2025-10-18
56646,4582,445,6,2023-04-12
76581,3238,684,9,2024-08-01
68471,3810,,6,2026-03-16
82612,2963,110,8,2023-12-04
65966,9179,633,10,2022-11-15
87654,7693,388,10,2024-12-03
82803,1138,170,9,2025-03-05
60023,2941,502,5,2026-07-21
32162,4259,813,2,2024-08-23
10616,8882,729,10,2024-08-23
10670,611,769,5,2025-12-05
17382,4405,112,1,2025-05-27
86774,7019,532,1,2025-09-20
55373,2404,535,10,2023-04-18
32118,2462,826,7,2022-08-03
70004,205,384,9,2025-12-17
89864,3552,271,7,2026-05-13
95488,9065,803,9,2023-09-22
20925,7660,611,7,2025-10-16
94162,8651,56,8,2022-09-06
81311,5591,795,2,2022-05-16
41591,988,109,5,2024-02-11
34447,7178,541,4,2026-04-19
37334,1941,45,2,2025-06-18
21603,3973,49,1,2025-06-17
53214,766,540,5,2025-04-29
43752,7737,312,8,2022-01-14
83154,7788,13,7,2024-08-26
79946,3017,524,4,2026-09-04
1834,5171,965,1,2022-10-18
47270,4783,799,10,2023-03-03
23579,4409,595,10,2024-10-09
96771,7931,496,2,2026-06-09
71590,2866,914,4,2024-01-10
84084,7958,207,5,2023-05-09
6584,2182,486,9,2023-02-08
55139,7936,762,6,2026-05-19
32323,9426,892,6,2025-03-20
23712,4822,750,6,2026-06-16
85565,7057,273,5,2023-07-20
29285,6091,212,9,2022-01-08
34395,6880,406,1,2025-01-20
58168,2775,651,-4,2024-05-09
61648,4619,143,7,2025-05-30
66151,3751,366,9,2022-09-24
96979,3486,435,4,2023-08-17
5822,226,466,2,2023-07-04
66466,2573,346,8,2024-05-25
40022,2484,755,3,2025-05-30
6467,4409,387,7,2023-10-23
95464,2676,664,9,2023-01-11
13498,8826,746,10,2026-07-26
22879,2875,971,10,2025-11-06
9567,992,403,1,2099-04-14
96731,3801,406,10,2023-08-05
70099,803,716,4,2024-10-13
24809,1376,282,-5,2025-08-09
27733,5185,343,4,2022-11-29
14734,8119,262,4,2023-07-03
54476,7104,702,9,2023-08-01
63814,169,460,2,2023-11-11
57173,8878,515,4,2022-11-15
84182,6191,625,7,2022-08-12
52090,1122,24,8,2022-05-31
55733,2220,171,4,2026-02-17
9071,7495,947,9,2023-01-01
79441,4419,831,1,2023-12-11
4251,9241,604,9,2024-03-30
26614,4198,802,9,2022-05-10
65224,5336,837,2,2022-02-26
31933,8112,704,5,2026-03-12
50634,6248,961,8,2026-06-19
93872,9630,735,7,2023-11-18
75945,4144,895,8,2022-12-21
71365,5624,496,9,2025-01-09
28107,5439,195,6,2022-07-19
54568,2764,958,5,2025-09-20
28359,9865,200,6,2024-10-10
22701,4993,295,2,2023-05-17
70966,7678,506,8,2024-11-04
63695,8324,222,3,2024-02-13
19594,1978,158,2,2022-09-27
