product_id,product_name,category,price,stock
116,Classic Bookshelf,Furniture,540.38,4340
72,Smart Smartwatch,Electronics,970.22,3636
765,Wireless Jeans,Clothing,165.41,2155
324,Pro Knife Set,Home & Kitchen,444.67,4574
802,Rechargeable Dash Cam,Automotive,685.04,3961
833,Portable Building Blocks,Toys,281.79,1429
348,Deluxe Cookbook,Books,724.95,2127
311,Heavy Duty Yoga Mat,Sports & Outdoors,801.03,4811
34,Wireless Cookware Set,Home & Kitchen,984.48,4164
631,Eco-Friendly Cutting Board,Home & Kitchen,594.92,3706
66,Stainless Steel Cap,Clothing,311.33,654
595,Lightweight Power Bank,Electronics,327.69,3666
894,Premium Seat Cover,Automotive,478.64,790
284,Eco-Friendly Cookware Set ,Home & Kitchen,57.49,2316
43,Lightweight Chew Toy,Pet Supplies,573.95,4700
814,Portable Fertilizer Bag,Garden,475.61,676
350,Stainless Steel Tea Box,Grocery,872.14,3437
959,Eco-Friendly Perfume,Beauty,427.11,3279
278,Portable First Aid Kit,Health,513.42,824
88,Deluxe Air Freshener,Automotive,322.14,3504
321,Compact Garden Hose,Garden,847.38,2143
743,Compact Vinyl Record,Music,193.13,63
858,Premium Keyboard Stand,Music,941.33,4714
965,Classic Pruning Shears,Garden,576.64,214
967,Basic Fertilizer Bag,Garden,672.05,3405
277,Pro Knife Set,Home & Kitchen,608.86,192
343,Rechargeable Sofa Cover,Furniture,192.98,1300
680,Classic Office Chair,Furniture,245.97,337
866,Pro Puzzle,Toys,599.97,4580
854,Smart Coffee Table,Furniture,832.86,2362
664,Basic Thermometer,Health,619.63,4003
426,Rechargeable Socks,Clothing,584.15,350
1,Stainless Steel Dog Leash,Pet Supplies,857.91,1073
16,Stainless Steel Laptop Stand,Electronics,635.16,1758
268,Eco-Friendly Comic Book,Books,5.52,875
164,Basic Cookbook,,202.0,999
733,Lightweight Garden Hose,Garden,364.8,4813
565,Rechargeable Sofa Cover,Furniture,771.44,3623
79,Wireless Journal,Books,577.67,3393
161,Compact Yoga Mat,Sports & Outdoors,246.53,209
424,  Basic Tire Gauge  ,Automotive,418.26,472
703,Compact Pen Set,Office Supplies,867.71,3462
580,Deluxe Garden Hose,Garden,291.27,4698
297,Classic Stapler,Office Supplies,555.58,555
839,Wireless Keyboard Stand,Music,115.04,4163
6,Classic Tire Gauge,Automotive,626.64,134
690,Premium Office Chair,Furniture,674.89,3492
46,Deluxe Perfume,Beauty,525.34,1175
493,Deluxe Bed Frame,Furniture,376.75,1588
242,Stainless Steel Air Freshener,Automotive,649.75,2115
906,Pro Face Mask,Health,698.08,4412
744,DELUXE SWEATER,Clothing,692.17,991
219,Wireless Tea Box,Grocery,457.2,2695
456,Compact Vitamin Pack,Health,680.98,722
107,Wireless Backpack,Sports & Outdoors,471.44,3636
190,Premium Blender,Home & Kitchen,615.63,3959
7,Pro Plant Pot,Garden,895.15,740
239,Smart Thermometer,Health,832.5,4532
512,Classic Jeans,Clothing,4.02,1790
843,Lightweight Comic Book,Books,907.3,4707
425,Heavy Duty Cap,Clothing,325.73,2786
369,Basic Cookware Set,Home & Kitchen,915.65,3397
462,Eco-Friendly Pet Bed,Pet Supplies,889.05,3284
95,Pro Shampoo,Beauty,243.7,1692
196,Basic Lipstick,Beauty,933.66,1704
660,Stainless Steel Water Bottle,Sports & Outdoors,542.77,505
282,Portable Nail Polish,Beauty,576.04,2609
835,Basic Notebook,Books,493.67,4014
68,Smart Sweater,Clothing,417.0,2794
763,Smart Nail Polish,Beauty,862.34,808
59,Ultra Laptop Stand,Electronics,613.25,3853
489,Heavy Duty Bicycle Helmet,Sports & Outdoors,669.34,3581
225,Eco-Friendly Textbook,Books,97.26,256
94,Stainless Steel Laptop Stand,Electronics,626.91,2818
231,Premium Drum Sticks,Music,475.64,1323
869,Deluxe Car Charger,Automotive,226.05,1711
759,Rechargeable Face Mask,Health,683.37,4040
635,Deluxe Router,Electronics,468.11,1896
310,Classic Desk Organizer,Office Supplies,666.68,515
721,Wireless Pasta Pack,Grocery,237.4,698
332,Wireless Bluetooth Speaker,Electronics,19.52,1774
117,Deluxe Drum Sticks,Music,263.86,29
956,Classic Cat Litter,Pet Supplies,114.62,816
895,Rechargeable Shampoo,Beauty,272.85,2445
865,Deluxe Bookshelf,Furniture,925.66,4451
644,Rechargeable Plant Pot,Garden,221.93,3792
379,Eco-Friendly Coffee Maker,Home & Kitchen,661.72,4680
215,Classic Textbook,Books,138.67,3253
597,Lightweight Watering Can,Garden,474.47,1220
81,Heavy Duty Dumbbell Set,Sports & Outdoors,358.65,1455
31,Deluxe Hair Dryer,Beauty,61.43,1317
326,Portable Coffee Table,Furniture,449.37,2474
738,Classic Drum Sticks,Music,188.44,3561
228,Deluxe Dash Cam,Automotive,922.77,4250
406,Wireless Fertilizer Bag,Garden,449.0,3889
681,Smart Drum Sticks,Music,681.7,1815
299,Deluxe Cookbook,Books,226.29,3633
676,Stainless Steel Guitar Strings,Music,687.83,1883
542,Portable Jacket,Clothing,611.43,2023
449,Classic Cookbook,Books,758.01,3169
374,Heavy Duty Backpack,Sports & Outdoors,835.6,268
433,Heavy Duty Yoga Mat,Sports & Outdoors,127.36,3807
185,Ultra Cat Litter,Pet Supplies,650.07,4221
932, Lightweight Olive Oil,Grocery,499.01,582
468,Pro Hoodie,Clothing,655.24,1600
255,Ultra Coffee Beans,Grocery,413.18,1321
256,Smart Coffee Maker,Home & Kitchen,505.04,2704
287,Lightweight Backpack,Sports & Outdoors,703.97,268
610,Lightweight Laptop Stand,Electronics,656.61,1729
138,Wireless Shampoo,Beauty,853.74,1823
71,Compact Dash Cam,Automotive,764.06,1865
581,Deluxe Cookware Set,Home & Kitchen,225.41,847
105,Pro Rice Bag,Grocery,806.11,1766
472,Eco-Friendly Sofa Cover,Furniture,442.62,3840
9,Smart Face Mask,Health,190.35,1706
80,Pro Pasta Pack,Grocery,365.71,2532
946,Heavy Duty Fertilizer Bag,Garden,749.04,2659
21,Stainless Steel Seat Cover,Automotive,377.52,3444
937,Heavy Duty Rice Bag,Grocery,61.21,2967
687,Deluxe Novel,Books,355.87,1974
855,Compact Vitamin Pack,Health,213.89,1033
52,Wireless Whiteboard,Office Supplies,66.33,1486
527,Deluxe Keyboard Stand,Music,919.09,1991
741,Compact First Aid Kit,Health,761.36,
226,Lightweight Desk Organizer,Office Supplies,688.26,173
498,Lightweight Novel,Books,13.27,1006
325,Premium Air Freshener,Automotive,775.18,4551
103,Lightweight Face Mask,Health,163.64,4188
840,Ultra Olive Oil,Grocery,709.92,2355
188,Premium Bicycle Helmet,Sports & Outdoors,836.83,965
322,Premium Keyboard Stand,Music,742.36,4178
391,Lightweight Face Cream,Beauty,88.13,4474
636,Deluxe Desk Organizer,Office Supplies,759.28,4063
387,Basic Rice Bag,Grocery,636.02,423
612,Wireless Cat Litter,Pet Supplies,365.05,4177
699,Deluxe Building Blocks,Toys,325.44,3932
834,Pro Tea Box,Grocery,496.33,1179
700,Stainless Steel Fish Tank Filter,Pet Supplies,583.39,144
856,Rechargeable Toaster,Home & Kitchen,173.03,273
302,Heavy Duty T-Shirt,Clothing,14.6,2849
54,Lightweight Laptop Stand,Electronics,772.39,2022
86,Lightweight Yoga Mat,Sports & Outdoors,925.74,919
632,Lightweight Shampoo,Beauty,867.39,4784
393,Portable Desk Organizer,Office Supplies,866.94,2314
552,Heavy Duty Router,Electronics,222.22,4222
261,Rechargeable Nail Polish,Beauty,877.46,2259
264,Stainless Steel Sticky Notes,Office Supplies,70.19,490
852,Heavy Duty T-Shirt,Clothing,330.52,3055
291,Eco-Friendly Chew Toy,PET SUPPLIES,441.01,3325
519,Lightweight Sofa Cover,Furniture,742.38,2597
170,Compact Power Bank,Electronics,113.77,3608
454,Basic Seat Cover,Automotive,596.8,3778
447,Classic Garden Hose,Garden,392.18,4099
719,Wireless Watering Can,Garden,40.54,2430
176,Classic Cat Litter,Pet Supplies,49.17,1379
745,Wireless Fertilizer Bag,Garden,318.83,2048
609,Basic Water Bottle,Sports & Outdoors,350.56,4146
275,Deluxe Face Mask,HEALTH,441.04,1744
584,Portable Bicycle Helmet,Sports & Outdoors,36.72,4581
540,Wireless Bookshelf,Furniture,305.35,1514
682,Deluxe Cookbook,Books,655.39,785
523,Lightweight Tire Gauge,Automotive,301.89,4879
247,Stainless Steel Journal,Books,418.37,1015
604,Premium Pen Set,Office Supplies,45.44,2554
500,Stainless Steel Car Charger,Automotive,541.45,2589
473,Classic Vitamin Pack,Health,362.78,4233
779,Ultra Water Bottle,Sports & Outdoors,382.84,3456
405,Portable Fertilizer Bag,Garden,370.71,4120
148,Eco-Friendly Kettle,Home & Kitchen,891.38,2426
478,Basic Headphones,Electronics,130.35,2025
708,Lightweight Socks,Clothing,200.49,146
252,  Premium First Aid Kit  ,Health,785.09,3027
524,Stainless Steel Pen Set,Office Supplies,655.78,2967
720,Smart Bookshelf,Furniture,685.03,2422
778,Heavy Duty Stapler,Office Supplies,165.26,2002
313,Portable Fish Tank Filter,Pet Supplies,476.46,4267
649,Rechargeable Action Figure,Toys,477.05,3415
671,Lightweight Sticky Notes,Office Supplies,296.69,1237
913,Premium Desk Organizer,Office Supplies,925.01,196
150,Basic Remote Car,Toys,337.82,4187
884,Portable Webcam,Electronics,766.36,1908
633,Lightweight Water Bottle,Sports & Outdoors,746.49,4787
455,Wireless Chew Toy,Pet Supplies,947.46,3401
435,Portable Pet Bed,Pet Supplies,759.7,1925
971,Compact Guitar Strings,Music,969.36,149
203,Lightweight Dumbbell Set,Sports & Outdoors,535.11,4797
830,Rechargeable Yoga Mat,Sports & Outdoors,691.21,1754
338,Pro Scarf,Clothing,416.89,2485
868,Basic Pen Set,Office Supplies,439.63,1894
367,Deluxe Dash Cam,Automotive,590.94,124
770,Basic T-Shirt,Clothing,411.93,4891
411,Pro Board Game,Toys,987.19,3704
77,Basic Bed Frame,Furniture,929.06,3096
210,Smart Perfume,Beauty,72.75,2581
590,Pro Garden Hose,Garden,914.31,2679
465,Deluxe Backpack,Sports & Outdoors,390.98,462
82,Pro Water Bottle,Sports & Outdoors,302.89,2434
701,Pro Shampoo,Beauty,616.47,4288
140,Eco-Friendly Vitamin Pack,Health,414.1,3074
199,Pro Perfume,Beauty,61.35,2393
460,Pro Water Bottle,Sports & Outdoors,300.57,1826
184,Wireless Dog Leash,Pet Supplies,558.17,2013
749,Compact Pen Set,Office Supplies,803.25,1850
10,Stainless Steel Coffee Table,Furniture,757.64,1542
250,Pro Remote Car,Toys,922.23,782
753,Heavy Duty Pruning Shears,Garden,994.26,445
871,Classic Pet Bed,Pet Supplies,311.0,3601
333,Rechargeable Doll,Toys,28.57,273
646,Compact Chew Toy,Pet Supplies,24.34,1551
564,Heavy Duty Jeans,Clothing,444.03,1665
643,Basic Building Blocks,Toys,674.3,4696
947,Pro Office Chair,Furniture,859.68,2452
248,Classic Air Freshener,Automotive,567.0,4047
491,Ultra Seat Cover,Automotive,928.63,1929
737,Eco-Friendly Socks,Clothing,34.39,1637
486,Basic Rice Bag,Grocery,987.73,2986
249,Rechargeable Router,Electronics,126.32,2092
791,Wireless Hair Dryer,Beauty,402.43,1837
821,Wireless Bookshelf,Furniture,80.19,777
513,Portable Pasta Pack,Grocery,550.99,
878,Wireless Hand Sanitizer,Health,N/A,4846
163,Deluxe Perfume,Beauty,255.19,2783
294,Ultra Face Mask,Health,280.07,2743
764,Classic Olive Oil,Grocery,866.23,928
693,Compact Nail Polish,Beauty,810.4,2547
806,Basic Cap,Clothing,859.15,2279
931,Portable USB Cable,Electronics,111.97,176
739,Lightweight Toaster,Home & Kitchen,971.84,446
213,Rechargeable Knife Set,Home & Kitchen,879.6,4220
692,Wireless Yoga Mat,Sports & Outdoors,399.28,1156
572,Rechargeable Seat Cover,Automotive,620.54,3038
798,Deluxe Pen Set,Office Supplies,99.29,1746
298,Premium Textbook,Books,953.72,3711
847,Heavy Duty Coffee Beans,Grocery,586.42,3717
223,Ultra Car Charger,Automotive,312.44,3189
158,Pro Tent,Sports & Outdoors,256.85,114
260,Pro Sweater,Clothing,197.72,3367
896,Eco-Friendly Cookware Set,Home & Kitchen,560.42,3917
662,Heavy Duty Vitamin Pack,Health,159.31,588
444,Eco-Friendly Nail Polish,Beauty,605.63,4075
86,Lightweight Yoga Mat,Sports & Outdoors,925.74,919
848,Smart Toaster,Home & Kitchen,722.63,815
395,Compact Bookshelf,Furniture,266.25,2949
930,Classic Stapler,Office Supplies,567.66,4928
377,Basic Olive Oil,Grocery,973.24,3444
61,Premium Desk Organizer,Office Supplies,529.69,4182
861,Smart Keyboard Stand,Music,207.88,1388
577,Smart Seat Cover,Automotive,451.82,230
237,Heavy Duty Pet Bed,Pet Supplies,996.73,3437
194,Wireless Comic Book,Books,358.79,4324
29,Heavy Duty Whiteboard,Office Supplies,747.14,1974
149,Premium Hair Dryer,Beauty,638.41,3622
670,Lightweight Coffee Table,Furniture,386.95,3656
85,Pro Office Chair,Furniture,115.61,4264
99,Rechargeable Face Mask,Health,532.1,1093
882,Premium Comic Book,Books,448.18,132
605,Wireless Bicycle Helmet,Sports & Outdoors,37.3,4536
366,Smart Sticky Notes,Office Supplies,532.04,4625
950,Portable Board Game,Toys,882.37,4751
819,  Smart Car Charger  ,Automotive,269.46,1255
97,Compact Coffee Table,Furniture,281.42,2629
614,Deluxe Notebook,Books,free,2431
474,Pro Sofa Cover,Furniture,771.09,3884
567,Basic Sweater,Clothing,37.68,4145
160,Lightweight Sticky Notes,Office Supplies,174.43,4225
556,Basic Plant Pot,Garden,643.83,2272
110,Ultra Coffee Maker,Home & Kitchen,951.58,739
70,Pro Jacket,Clothing,782.99,4576
254,Heavy Duty Plant Pot,Garden,769.53,4974
41,Eco-Friendly Tent,Sports & Outdoors,442.98,1898
270,Stainless Steel Building Blocks,Toys,160.75,3088
910,Eco-Friendly Microphone,Music,486.15,2298
308,Ultra Tire Gauge,Automotive,153.44,3269
587,Smart Toaster,Home & Kitchen,396.78,2752
179,Lightweight Building Blocks,Toys,912.89,1900
711,Lightweight Cutting Board,Home & Kitchen,42.92,59
968,Basic Olive Oil,Grocery,305.45,2273
827,Compact Bicycle Helmet,Sports & Outdoors,878.61,1216
121,Ultra Board Game,Toys,813.97,4478
880,Deluxe Journal,Books,992.12,3491
626,Smart Comic Book,Books,296.53,4937
361,Stainless Steel Face Cream,Beauty,220.31,4657
655,Pro Chew Toy,Pet Supplies,155.4,723
592,Compact Tea Box,Grocery,356.05,97
361,Stainless Steel Face Cream,Beauty,220.31,4657
389,Smart Building Blocks,Toys,233.15,2050
714,Pro Sofa Cover,Furniture,535.89,4338
93,Heavy Duty Kettle,Home & Kitchen,322.41,3508
4,Heavy Duty First Aid Kit,Health,482.07,3352
566,Lightweight Cookware Set,Home & Kitchen,638.77,4535
101,Wireless Garden Hose,Garden,995.38,1190
289,Pro Building Blocks,Toys,625.14,3860
639,Classic Scarf,Clothing,40.26,2170
286,Premium Hair Dryer,Beauty,392.91,880
799,Deluxe Tea Box,Grocery,931.58,2380
777,Rechargeable Seat Cover,Automotive,93.66,4279
180,Eco-Friendly Tea Box,Grocery,357.03,1724
734,Premium Hand Sanitizer,Health,285.26,1716
588,Premium Sticky Notes,Office Supplies,934.53,3889
925,Classic Shampoo,Beauty,445.43,495
183,Smart Novel,Books,412.94,2086
238,Compact Olive Oil,Grocery,387.18,3908
307,Basic Bed Frame,Furniture,176.23,2604
973,Wireless Remote Car,Toys,39.16,4409
790,Compact Microphone,Music,743.24,649
872,Stainless Steel Chew Toy,Pet Supplies,983.75,127
145,Basic Plant Pot,Garden,5.33,2557
19,Compact Journal,Books,944.44,1633
594,Pro Whiteboard,Office Supplies,503.93,529
755,Ultra Cookware Set,Home & Kitchen,170.52,1583
845,Ultra Rice Bag,Grocery,801.42,4971
316,Smart Watering Can,Garden,647.6,541
768,Deluxe Coffee Beans,Grocery,915.59,1670
773,Premium Notebook,Books,893.15,743
221,Premium Chew Toy,Pet Supplies,277.99,4820
936,Pro Garden Hose,Garden,250.14,4783
65,Compact Textbook,Books,877.88,3865
537,Wireless Power Bank,Electronics,352.95,928
22,Heavy Duty Olive Oil,Grocery,641.85,4745
933,Rechargeable Pruning Shears,Garden,767.05,3172
686,Smart Textbook,Books,837.11,2993
922,Smart Doll,Toys,free,2875
55,Pro Dash Cam,Automotive,449.59,3430
214,Portable Textbook,Books,14.88,2931
146,Deluxe Tire Gauge,Automotive,39.76,3396
522,Basic Bed Frame,Furniture,530.36,2867
640,Classic Building Blocks,Toys,188.2,2140
492,Smart Dumbbell Set,Sports & Outdoors,854.36,4318
64,Compact Vitamin Pack,Health,386.98,3128
543,Lightweight Guitar Strings,Music,979.07,3329
488,Classic First Aid Kit,Health,883.31,4479
628,Wireless Scarf,Clothing,327.87,3349
438,Eco-Friendly Drum Sticks,Music,799.86,2742
358,Rechargeable Garden Hose,Garden,228.82,3864
76,Ultra Olive Oil,Grocery,872.35,-49
621,Premium Socks,Clothing,688.51,3084
398,Deluxe Smartwatch,Electronics,659.56,4269
102,Eco-Friendly Olive Oil,Grocery,113.22,4303
37,Eco-Friendly Watering Can,Garden,125.22,2584
353,Rechargeable Coffee Table,Furniture,60.64,1926
181,Ultra Sofa Cover,Furniture,268.58,4605
622,Premium Sweater,Clothing,566.15,4112
352,Portable Stapler,Office Supplies,26.12,4707
178,Smart Garden Hose,Garden,233.05,2307
823,Heavy Duty Coffee Maker,Home & Kitchen,514.5,212
483,Pro Thermometer,Health,608.9,552
704,Eco-Friendly Tire Gauge,Automotive,933.0,406
857,Lightweight Tire Gauge,Automotive,251.9,2635
876,Lightweight Whiteboard,Office Supplies,182.07,1903
23,Classic Stapler,Office Supplies,407.71,2670
342,Pro Jacket,Clothing,686.52,2840
976,Wireless Vinyl Record,Music,359.18,2759
439,Classic Tire Gauge,Automotive,51.42,570
697,Lightweight Stapler,Office Supplies,777.12,2763
198,Premium Perfume,Beauty,444.43,1795
385,Basic Fish Tank Filter,Pet Supplies,53.26,3477
115,Wireless Tent,Sports & Outdoors,67.7,4416
601,Smart Face Cream,Beauty,672.26,3507
67,Deluxe Air Freshener,Automotive,225.18,863
578,Heavy Duty Cat Litter,Pet Supplies,865.52,4265
295,Compact Comic Book,Books,945.23,4100
431,Eco-Friendly Vinyl Record,Music,425.55,1052
109,Stainless Steel Cat Litter,Pet Supplies,125.92,1269
503,Classic T-Shirt,Clothing,531.42,891
285,Basic Seat Cover,Automotive,48.15,1672
143,Heavy Duty Air Freshener,Automotive,616.66,3099
263,Pro Fish Tank Filter,Pet Supplies,978.44,1993
539,Classic Building Blocks,Toys,730.3,550
949,Eco-Friendly Coffee Table,Furniture,342.06,4459
479, Rechargeable Comic Book,Books,108.0,1054
800,Pro Sticky Notes,Office Supplies,885.19,1983
892,Deluxe Webcam,Electronics,811.4,4757
508,Portable Lipstick,Beauty,936.24,1916
490,Lightweight Novel,Books,668.06,1211
230,Eco-Friendly Microphone,Music,626.21,2276
364,Portable Fish Tank Filter,Pet Supplies,578.08,2558
443,Heavy Duty T-Shirt,Clothing,842.91,3230
106,Premium Sticky Notes,Office Supplies,211.88,4558
822,Rechargeable Cap,Clothing,271.96,3123
408,Compact Whiteboard,Office Supplies,527.88,1977
851,Portable Jeans,Clothing,656.8,415
618,Stainless Steel Textbook,Books,948.29,4495
494,Basic Bicycle Helmet,Sports & Outdoors,412.0,3968
58,Stainless Steel Yoga Mat,Sports & Outdoors,204.8,2537
48,Basic Vinyl Record,Music,255.73,1434
370,Heavy Duty Garden Hose,Garden,437.56,1337
709,Premium Textbook,Books,604.16,1270
202,Portable Dash Cam,Automotive,502.81,1260
293,Basic Action Figure,Toys,971.72,933
824,Pro Dash Cam,Automotive,746.01,441
844,Pro Tent,Sports & Outdoors,848.91,4484
615,Basic Puzzle,Toys,637.32,3333
789,Rechargeable Toaster,Home & Kitchen,65.73,3485
927,Pro Coffee Table,Furniture,82.34,4154
657,Rechargeable Yoga Mat,Sports & Outdoors,12.36,2880
177,Ultra Pasta Pack,Grocery,399.54,1244
957,Heavy Duty Fish Tank Filter,Pet Supplies,125.69,1038
271,Premium Plant Pot,Garden,295.99,1646
314,Classic Remote Car,Toys,220.61,1414
897,Classic Cookbook,Books,879.49,2631
698,Compact Webcam,Electronics,68.33,4336
446,Lightweight Olive Oil,Grocery,935.95,2374
476,Lightweight Hair Dryer,Beauty,602.71,787
797,Premium Watering Can,Garden,432.14,2650
192,Pro Office Chair,Furniture,74.97,1022
652,Eco-Friendly Smartwatch,Electronics,694.86,1559
807,Heavy Duty Pen Set,Office Supplies,308.87,4082
32,Deluxe Dumbbell Set,Sports & Outdoors,139.62,4831
554,Ultra Face Cream,Beauty,501.27,4664
625,Deluxe Dash Cam,Automotive,225.6,145
831,Lightweight Air Freshener,Automotive,892.29,1009
434,Classic Coffee Maker,Home & Kitchen,67.22,1778
948,Wireless Dash Cam,Automotive,23.44,40
420,Ultra Fertilizer Bag,Garden,878.28,3807
241,Heavy Duty Kettle,Home & Kitchen,758.98,4374
24,Rechargeable Pasta Pack,Grocery,862.46,1587
413,Portable Tire Gauge,Automotive,718.56,642
837,Pro Pen Set,Office Supplies,154.03,4990
437,Heavy Duty Sticky Notes,Office Supplies,446.22,2053
661,Basic Air Freshener,Automotive,877.24,1408
903,Classic Laptop Stand,Electronics,696.38,2628
754,Classic Perfume,Beauty,743.38,177
162,Stainless Steel Backpack,Sports & Outdoors,749.9,3486
885,Ultra Jeans,Clothing,789.5,565
961,Stainless Steel Hoodie,Clothing,367.0,3117
862,Deluxe Hoodie,Clothing,426.26,4537
280,Rechargeable Drum Sticks,Music,884.22,283
596,Classic Toaster,Home & Kitchen,486.23,2391
569,Lightweight First Aid Kit,Health,203.28,4510
735,Lightweight Novel,Books,758.2,3445
970,Classic Building Blocks,Toys,805.63,3834
62,Portable Journal,Books,164.01,4656
510,Stainless Steel Honey Jar,Grocery,861.1,1279
570,Classic Plant Pot,Garden,198.61,3210
902,Heavy Duty Coffee Table,Furniture,550.31,4958
520,Ultra Office Chair,Furniture,558.2,-32
689,Wireless Coffee Beans,Grocery,809.78,2601
335,Pro Water Bottle,Sports & Outdoors,224.08,4245
586,Stainless Steel Fertilizer Bag,Garden,126.69,3629
399,Compact Air Freshener,Automotive,96.41,2309
487,Ultra Bicycle Helmet,Sports & Outdoors,159.46,1803
147,Pro Vitamin Pack,Health,661.01,492
794,Compact Lipstick,Beauty,67.9,4057
713,Rechargeable Remote Car,Toys,328.72,3677
724,Rechargeable Tea Box,Grocery,830.75,1422
641,Basic Puzzle,Toys,660.78,1175
541,Compact Board Game,Toys,860.21,3844
134,Eco-Friendly Coffee Maker,Home & Kitchen,967.55,1247
342,Pro Jacket,Clothing,686.52,2840
752,Compact Stapler,Office Supplies,705.55,4319
951,Pro Coffee Maker,Home & Kitchen,291.68,4121
482,Classic Building Blocks,Toys,501.47,684
